/home/nashville/programs/selfdrive/IMG/center_2017_10_31_19_02_34_733.jpg,/home/nashville/programs/selfdrive/IMG/left_2017_10_31_19_02_34_733.jpg,/home/nashville/programs/selfdrive/IMG/right_2017_10_31_19_02_34_733.jpg,0,1,0,30.19041
/home/nashville/programs/selfdrive/IMG/center_2017_10_31_19_02_34_806.jpg,/home/nashville/programs/selfdrive/IMG/left_2017_10_31_19_02_34_806.jpg,/home/nashville/programs/selfdrive/IMG/right_2017_10_31_19_02_34_806.jpg,-0.15,1,0,30.18424
/home/nashville/programs/selfdrive/IMG/center_2017_10_31_19_02_34_887.jpg,/home/nashville/programs/selfdrive/IMG/left_2017_10_31_19_02_34_887.jpg,/home/nashville/programs/selfdrive/IMG/right_2017_10_31_19_02_34_887.jpg,-0.4,1,0,30.1575
/home/nashville/programs/selfdrive/IMG/center_2017_10_31_19_02_34_987.jpg,/home/nashville/programs/selfdrive/IMG/left_2017_10_31_19_02_34_987.jpg,/home/nashville/programs/selfdrive/IMG/right_2017_10_31_19_02_34_987.jpg,0,1,0,30.1865
/home/nashville/programs/selfdrive/IMG/center_2017_10_31_19_02_35_075.jpg,/home/nashville/programs/selfdrive/IMG/left_2017_10_31_19_02_35_075.jpg,/home/nashville/programs/selfdrive/IMG/right_2017_10_31_19_02_35_075.jpg,0,1,0,30.18987
/home/nashville/programs/selfdrive/IMG/center_2017_10_31_19_02_35_177.jpg,/home/nashville/programs/selfdrive/IMG/left_2017_10_31_19_02_35_177.jpg,/home/nashville/programs/selfdrive/IMG/right_2017_10_31_19_02_35_177.jpg,0,1,0,30.19028
/home/nashville/programs/selfdrive/IMG/center_2017_10_31_19_02_35_297.jpg,/home/nashville/programs/selfdrive/IMG/left_2017_10_31_19_02_35_297.jpg,/home/nashville/programs/selfdrive/IMG/right_2017_10_31_19_02_35_297.jpg,0,1,0,30.19028
/home/nashville/programs/selfdrive/IMG/center_2017_10_31_19_02_35_377.jpg,/home/nashville/programs/selfdrive/IMG/left_2017_10_31_19_02_35_377.jpg,/home/nashville/programs/selfdrive/IMG/right_2017_10_31_19_02_35_377.jpg,0,1,0,30.19034
/home/nashville/programs/selfdrive/IMG/center_2017_10_31_19_02_35_465.jpg,/home/nashville/programs/selfdrive/IMG/left_2017_10_31_19_02_35_465.jpg,/home/nashville/programs/selfdrive/IMG/right_2017_10_31_19_02_35_465.jpg,-0.1,1,0,30.18779
/home/nashville/programs/selfdrive/IMG/center_2017_10_31_19_02_35_557.jpg,/home/nashville/programs/selfdrive/IMG/left_2017_10_31_19_02_35_557.jpg,/home/nashville/programs/selfdrive/IMG/right_2017_10_31_19_02_35_557.jpg,-0.35,1,0,30.16353
